product_id,title,rating,ratings_count,initial_price,category,price,quantity,total_amount
16293432,BELLEZIYA,4.7,6,1499,scarves,1499,8,11992
16779444,FIXDERMA COSMETIC LABORATORIES,4.8,5,1250,shampoo-and-conditioner,1250,4,5000
17332192,KISAH,4.3,3,13099,sherwani,13099,3,39297
18960048,The Indian Garage Co,4.2,128,1749,shirts,1749,9,15741
18960188,The Indian Garage Co,4.4,35,1749,shirts,1749,3,5247
18960016,The Indian Garage Co,4.0,102,1749,shirts,1749,9,15741
18996778,U.S. Polo Assn.,4.2,10,2599,shirts,2599,2,5198
18996772,U.S. Polo Assn.,4.9,10,2799,shirts,2799,2,5598
18960086,The Indian Garage Co,4.5,23,1749,shirts,1749,2,3498
18971858,Sztori,4.0,43,2699,shirts,2699,6,16194
17304036,SPYKAR,4.0,26,2199,shirts,2199,3,6597
17377642,Roadster,4.0,94,1499,shirts,1499,9,13491
18463946,Lee,4.5,15,2399,shirts,2399,4,9596
13621622,U.S. Polo Assn.,4.4,41,2399,shirts,2399,1,2399
17719808,Louis Philippe Jeans,4.5,18,2199,shirts,2199,4,8796
18759238,HERE&NOW,4.3,32,1399,shirts,1399,1,1399
20394602,Cantabil,4.4,38,1999,shirts,1999,5,9995
13672974,WROGN,4.1,250,2599,shirts,2599,4,10396
13694492,Ecentric,4.5,22,2499,shirts,2499,8,19992
21388884,French Connection,4.3,58,2199,shirts,2199,8,17592
13681812,Ecentric,4.0,5,2499,shirts,2499,7,17493
21396820,Jack & Jones,4.4,15,3499,shirts,3499,3,10497
16042682,Nautica,4.2,15,3599,shirts,3599,1,3599
18996754,U.S. Polo Assn.,4.1,9,2599,shirts,2599,1,2599
18927466,U.S. Polo Assn.,4.0,69,2299,shirts,2299,3,6897
17296250,CAVIO,4.3,20,1290,shirts,1290,6,7740
17280264,HIGHLANDER,4.2,1246,1199,shirts,1199,7,8393
17355950,Mast & Harbour,4.0,78,1999,shirts,1999,6,11994
17307612,Louis Philippe Jeans,4.3,23,2199,shirts,2199,6,13194
17345842,JC Collection,4.1,12,3499,shirts,3499,6,20994
17278954,KETCH,4.0,79,1249,shirts,1249,3,3747
17307656,SIMON CARTER LONDON,4.6,5,2799,shirts,2799,6,16794
17313630,JAINISH,4.1,68,1999,shirts,1999,8,15992
17342230,Pepe Jeans,4.3,6,1599,shirts,1599,2,3198
17331296,Fabindia,4.4,5,1699,shirts,1699,5,8495
17345374,Pepe Jeans,4.0,34,2499,shirts,2499,1,2499
